	CODIGOINTERNOMUNI	MUNI	SED_01	SED_05	SED_02	SED_04	SED_03	SED_06	SED_07	SED_08	SED_09	SED_10	SED_11	SED_12	SED_13	SED_14	SED_15	TIC_01	TIC_02	TIC_03_1	TIC_03_0	TIC_04_1	TIC_04_0	TIC_05_1	TIC_05_0	TIC_06_1	TIC_06_0	TIC_07_1	TIC_07_0	TIC_08_1	TIC_08_0	TIC_10_1	TIC_10_0	TIC_11_1	TIC_11_0	SED_16	SED_17	SED_18	SED_19	SED_20	SED_21	SED_23	SED_24
301	50270	El Dorado	0.0	105.0	852.0	0.0	0.0	0.0	2	957	48.0	321.0	356.0	127.0	105.0		1.0	0.35755848434947646	0.16024020615680964	10.0	0.0	10.0	0.0	0.0	10.0	8.0	2.0	0.0	10	2.0	8.0	10.0	0.0	0.0	10.0	10	1.0	9.0	0.1	1.0	0.1	9.0	1
302	76250	El Dovio	0.0	0.0	1364.0	229.0	0.0	517.0	3	2110	171.0	1004.0	551.0	155.0	229.0		1.0	0.3129142314621574	0.716679276890938	42.0	4.0	10.0	36.0	5.0	41.0	2.0	44.0	1.0	45	5.0	41.0	40.0	6.0	11.0	35.0	46	5.0	41.0	0.10869565217391304	19.0	0.41304347826086957	44.0	2
303	91263	El Encanto	0.0	0.0	375.0	20.0	0.0	0.0	2	395	31.0	198.0	122.0	24.0	20.0		1.0	0.244945152421742	0.47619047619047616	0.0	8.0	0.0	8.0	0.0	8.0	0.0	8.0	1.0	7	1.0	7.0	8.0	0.0	0.0	8.0	8		8.0		8.0	1.0	7.0	1
304	15248	El Espino	0.0	0.0	180.0	0.0	0.0	312.0	2	492	32.0	205.0	172.0	83.0	0.0		1.0	0.5435598600317157		13.0	0.0	0.0	13.0	1.0	12.0	4.0	9.0	0.0	13	2.0	11.0	13.0	0.0	2.0	11.0	13	2.0	11.0	0.15384615384615385			11.0	2
305	68245	El Guacamayo	0.0	0.0	334.0	0.0	0.0	0.0	1	334	18.0	135.0	131.0	50.0	0.0		1.0	0.5572316572316572	0.24	12.0	0.0	2.0	10.0	1.0	11.0	0.0	12.0	0.0	12	3.0	9.0	12.0	0.0	0.0	12.0	12	2.0	10.0	0.16666666666666666			10.0	2
306	13248	El Guamo	0.0	0.0	1564.0	56.0	0.0	0.0	2	1620	96.0	759.0	539.0	170.0	56.0		1.0	0.12267358848551752	0.10932773109243697	7.0	1.0	3.0	5.0	0.0	8.0	1.0	7.0	0.0	8	1.0	7.0	8.0	0.0	0.0	8.0	8	3.0	5.0	0.375			6.0	2
307	27250	El Litoral del San Juan	0.0	586.0	3933.0	94.0	0.0	0.0	3	4613	306.0	2153.0	1178.0	296.0	680.0		1.0	0.14324896246529947	0.18968764068713576	27.0	27.0	1.0	53.0	1.0	53.0	1.0	53.0	1.0	53	2.0	52.0	32.0	22.0	7.0	47.0	54	2.0	52.0	0.037037037037037035	36.0	0.6666666666666666	44.0	10
308	44110	El Molino	0.0	0.0	1490.0	74.0	0.0	47.0	3	1611	197.0	734.0	504.0	102.0	74.0		1.0	0.07461448900864297	0.44536061414794537	6.0	0.0	3.0	3.0	0.0	6.0	1.0	5.0	2.0	4	5.0	1.0	6.0	0.0	3.0	3.0	6	6.0		1.0			1.0	2
309	20250	El Paso	0.0	95.0	8499.0	448.0	2636.0	0.0	4	11678	1403.0	5481.0	3309.0	942.0	543.0		1.0	0.12223331974569307	0.5076930899923199	30.0	2.0	16.0	16.0	5.0	27.0	4.0	28.0	4.0	28	18.0	14.0	29.0	3.0	10.0	22.0	32	7.0	25.0	0.21875	6.0	0.1875	19.0	6
310	18256	El Paujíl	0.0	245.0	1676.0	0.0	0.0	1234.0	3	3155	213.0	1466.0	1007.0	224.0	245.0		1.0	0.2868931444893401	0.6137003649647825	39.0	15.0	14.0	40.0	1.0	53.0	2.0	52.0	1.0	53	4.0	50.0	50.0	4.0	0.0	54.0	54	4.0	50.0	0.07407407407407407			46.0	8
311	52254	El Peñol	0.0	0.0	989.0	0.0	0.0	0.0	1	989	46.0	392.0	399.0	152.0	0.0		1.0	0.33744834990706657	0.4638476055673508	15.0	0.0	6.0	9.0	0.0	15.0	1.0	14.0	1.0	14	2.0	13.0	15.0	0.0	0.0	15.0	15	1.0	14.0	0.06666666666666667			13.0	2
312	25258	El Peñón	0.0	127.0	3755.0	50.0	0.0	93.0	4	4025	506.0	1755.0	1232.0	355.0	177.0	0.014658385093167702	0.9853416149068323	0.44238961066660193	0.38955300922628794	69.0	3.0	14.0	58.0	1.0	71.0	1.0	71.0	2.0	70	8.0	64.0	63.0	9.0	14.0	58.0	72	6.0	66.0	0.08333333333333333			59.0	12
313	68250	El Peñón	0.0	127.0	3755.0	50.0	0.0	93.0	4	4025	506.0	1755.0	1232.0	355.0	177.0	0.014658385093167702	0.9853416149068323	0.44238961066660193	0.38955300922628794	69.0	3.0	14.0	58.0	1.0	71.0	1.0	71.0	2.0	70	8.0	64.0	63.0	9.0	14.0	58.0	72	6.0	66.0	0.08333333333333333			59.0	12
314	13268	El Peñón	0.0	127.0	3755.0	50.0	0.0	93.0	4	4025	506.0	1755.0	1232.0	355.0	177.0	0.014658385093167702	0.9853416149068323	0.44238961066660193	0.38955300922628794	69.0	3.0	14.0	58.0	1.0	71.0	1.0	71.0	2.0	70	8.0	64.0	63.0	9.0	14.0	58.0	72	6.0	66.0	0.08333333333333333			59.0	12
315	47258	El Piñón	0.0	50.0	2741.0	233.0	784.0	521.0	5	4329	313.0	1904.0	1312.0	517.0	283.0		1.0	0.09551427175183748	0.22761047754309013	18.0	0.0	10.0	8.0	0.0	18.0	1.0	17.0	1.0	17	10.0	8.0	17.0	1.0	9.0	9.0	18	3.0	15.0	0.16666666666666666			14.0	4
316	68255	El Playón	0.0	64.0	1919.0	125.0	530.0	264.0	5	2902	204.0	1317.0	951.0	241.0	189.0	0.019986216402481046	0.980013783597519	0.3115452265096906	0.6960824975024807	48.0	1.0	2.0	47.0	3.0	46.0	0.0	49.0	1.0	48	11.0	38.0	39.0	10.0	5.0	44.0	49	4.0	45.0	0.08163265306122448			43.0	5
317	95025	El Retorno	0.0	245.0	2640.0	50.0	13.0	211.0	5	3159	219.0	1483.0	1104.0	243.0	110.0		1.0	0.2605536481446293	0.2466740725793049	58.0	9.0	16.0	51.0	0.0	67.0	4.0	63.0	1.0	66	5.0	62.0	46.0	21.0	9.0	58.0	67	1.0	66.0	0.014925373134328358	11.0	0.16417910447761194	59.0	8
318	47268	El Retén	0.0	0.0	1791.0	1080.0	1541.0	3053.0	4	7465	606.0	3030.0	2079.0	670.0	1080.0		1.0	0.04688837963331235	0.11039947689689757	17.0	3.0	8.0	12.0	2.0	18.0	9.0	11.0	5.0	15	9.0	11.0	11.0	9.0	7.0	13.0	20	8.0	12.0	0.4	1.0	0.05	16.0	3
319	70233	El Roble	0.0	30.0	2185.0	0.0	181.0	0.0	3	2396	239.0	1077.0	792.0	258.0	30.0		1.0	0.11745889871555029	0.37527167191651	17.0	0.0	7.0	10.0	0.0	17.0	4.0	13.0	2.0	15	5.0	12.0	14.0	3.0	4.0	13.0	17	3.0	14.0	0.17647058823529413			11.0	5
320	25260	El Rosal	1950.0	137.0	2031.0	181.0	422.0	715.0	6	5436	646.0	2240.0	1639.0	593.0	318.0	0.010117733627667403	0.9898822663723326	0.14092269093901194	0.21288408862952107	17.0	0.0	12.0	5.0	8.0	9.0	6.0	11.0	2.0	15	17.0	0.0	17.0	0.0	6.0	11.0	17	10.0	7.0	0.5882352941176471			7.0	2
321	52256	El Rosario	0.0	0.0	1175.0	0.0	0.0	0.0	1	1175	90.0	468.0	448.0	169.0	0.0		1.0	0.3677330820510714	0.3036428498549711	24.0	2.0	7.0	19.0	0.0	26.0	4.0	22.0	1.0	25	3.0	23.0	18.0	8.0	2.0	24.0	26	2.0	24.0	0.07692307692307693			14.0	12
322	5697	El Santuario	923.0	60.0	5031.0	102.0	605.0	466.0	6	7187	598.0	3060.0	2428.0	819.0	282.0		1.0	0.25701658966835494	0.4754878175684023	36.0	1.0	16.0	21.0	13.0	24.0	8.0	29.0	7.0	30	15.0	22.0	36.0	1.0	11.0	26.0	37	9.0	28.0	0.24324324324324326	1.0	0.02702702702702703	27.0	5
323	52258	El Tablón de Gómez	0.0	28.0	2353.0	15.0	0.0	0.0	3	2396	142.0	927.0	923.0	361.0	43.0		1.0	0.42949216284636405	0.4706023652034874	42.0	1.0	9.0	34.0	0.0	43.0	0.0	43.0	2.0	41	3.0	40.0	39.0	4.0	3.0	40.0	43	2.0	41.0	0.046511627906976744	8.0	0.18604651162790697	30.0	13
324	19256	El Tambo	279.0	494.0	10672.0	0.0	77.0	104.0	5	11626	745.0	5186.0	3862.0	1262.0	571.0	0.006020987441940478	0.9939790125580595	0.30039375398127244	0.4303971007417908	177.0	24.0	83.0	118.0	1.0	200.0	26.0	175.0	7.0	194	33.0	168.0	170.0	31.0	32.0	169.0	201	8.0	193.0	0.03980099502487562	17.0	0.0845771144278607	157.0	40
325	52260	El Tambo	279.0	494.0	10672.0	0.0	77.0	104.0	5	11626	745.0	5186.0	3862.0	1262.0	571.0	0.006020987441940478	0.9939790125580595	0.30039375398127244	0.4303971007417908	177.0	24.0	83.0	118.0	1.0	200.0	26.0	175.0	7.0	194	33.0	168.0	170.0	31.0	32.0	169.0	201	8.0	193.0	0.03980099502487562	17.0	0.0845771144278607	157.0	40
326	54250	El Tarra	0.0	403.0	4901.0	0.0	365.0	0.0	3	5669	433.0	3105.0	1400.0	328.0	403.0		1.0	0.09809124733319528	0.16107592702502072	66.0	6.0	4.0	68.0	0.0	72.0	4.0	68.0	1.0	71	4.0	68.0	42.0	30.0	2.0	70.0	72	4.0	68.0	0.05555555555555555			66.0	6
327	54261	El Zulia	0.0	364.0	5054.0	0.0	748.0	367.0	4	6533	576.0	2840.0	2101.0	592.0	424.0		1.0	0.34808785335573306	0.3129311349280475	48.0	0.0	17.0	31.0	2.0	46.0	3.0	45.0	3.0	45	8.0	40.0	46.0	2.0	3.0	45.0	48	7.0	41.0	0.14583333333333334			39.0	6
328	76243	El Águila	0.0	125.0	1474.0	0.0	0.0	0.0	2	1599	100.0	630.0	566.0	178.0	125.0		1.0	0.3120760020028626	1.0129737170440707	36.0	2.0	2.0	36.0	7.0	31.0	0.0	38.0	0.0	38	20.0	18.0	38.0	0.0	11.0	27.0	38	3.0	35.0	0.07894736842105263			35.0	3
329	41244	Elías	0.0	0.0	750.0	0.0	0.0	0.0	1	750	44.0	351.0	279.0	76.0	0.0		1.0	0.6166404233974456	0.8177763175789742	11.0	2.0	1.0	12.0	0.0	13.0	0.0	13.0	1.0	12	6.0	7.0	13.0	0.0	4.0	9.0	13	2.0	11.0	0.15384615384615385			12.0	1
330	68264	Encino	0.0	2.0	62.0	0.0	0.0	308.0	3	372	35.0	194.0	111.0	30.0	2.0	0.005376344086021506	0.9946236559139785	1.1309900167569784	0.22123893805309736	14.0	1.0	4.0	11.0	1.0	14.0	1.0	14.0	0.0	15	1.0	14.0	15.0	0.0	9.0	6.0	15	2.0	13.0	0.13333333333333333			13.0	1
331	68266	Enciso	0.0	59.0	661.0	0.0	0.0	0.0	2	720	41.0	244.0	273.0	103.0	59.0		1.0	0.7080899190838096	1.0094139194139196	20.0	0.0	1.0	19.0	1.0	19.0	0.0	20.0	2.0	18	3.0	17.0	20.0	0.0	0.0	20.0	20	2.0	18.0	0.1			17.0	2
332	5264	Entrerríos	494.0	66.0	1509.0	0.0	0.0	0.0	3	2069	198.0	835.0	741.0	229.0	66.0		1.0	0.19574644099057872	0.4685170967140277	15.0	1.0	6.0	10.0	4.0	12.0	7.0	9.0	2.0	14	5.0	11.0	16.0	0.0	3.0	13.0	16	4.0	12.0	0.25			12.0	2
333	5266	Envigado	13751.0	645.0	3864.0	319.0	1973.0	12755.0	6	33307	5240.0	11732.0	10512.0	4613.0	1210.0	0.03272585342420512	0.9672741465757949	0.17817906756561527	0.12320167455543236	82.0	3.0	67.0	18.0	83.0	2.0	32.0	53.0	43.0	42	85.0	0.0	83.0	2.0	9.0	76.0	85	70.0	15.0	0.8235294117647058	1.0	0.011764705882352941	4.0	19
334	73268	Espinal	1781.0	1157.0	9023.0	0.0	2327.0	1597.0	5	15885	1698.0	6176.0	4903.0	1752.0	1356.0	0.010701920050361977	0.989298079949638	0.23044866852646143	0.4153658179107196	70.0	4.0	39.0	35.0	31.0	43.0	15.0	59.0	28.0	46	55.0	19.0	74.0	0.0	21.0	53.0	74	50.0	24.0	0.6756756756756757	1.0	0.013513513513513514	32.0	9
335	25269	Facatativá	7554.0	733.0	11027.0	502.0	6345.0	2690.0	6	28851	3475.0	11448.0	9107.0	3066.0	1755.0	0.007036151259921667	0.9929638487400784	0.14652243557634526	0.09482903526203841	86.0	6.0	67.0	25.0	75.0	17.0	31.0	61.0	54.0	38	83.0	9.0	90.0	2.0	19.0	73.0	92	77.0	15.0	0.8369565217391305			15.0	11
336	73270	Falan	0.0	0.0	1050.0	0.0	0.0	701.0	2	1751	106.0	673.0	644.0	328.0	0.0		1.0	0.5895171789470038	0.8346688221090544	29.0	1.0	6.0	24.0	0.0	30.0	1.0	29.0	2.0	28	4.0	26.0	28.0	2.0	16.0	14.0	30	1.0	29.0	0.03333333333333333			27.0	3
337	17272	Filadelfia	0.0	0.0	429.0	0.0	99.0	1089.0	3	1617	112.0	660.0	621.0	224.0	0.0		1.0	0.30167461471077023	0.7954415248494195	31.0	0.0	2.0	29.0	3.0	28.0	0.0	31.0	3.0	28	5.0	26.0	31.0	0.0	1.0	30.0	31	3.0	28.0	0.0967741935483871			28.0	3
338	63272	Filandia	0.0	167.0	1328.0	0.0	0.0	710.0	3	2205	121.0	812.0	787.0	318.0	167.0		1.0	0.35548797113115815	0.9016109770742644	26.0	1.0	1.0	26.0	1.0	26.0	0.0	27.0	5.0	22	6.0	21.0	27.0	0.0	2.0	25.0	27	3.0	24.0	0.1111111111111111			23.0	4
339	15272	Firavitoba	0.0	0.0	825.0	0.0	0.0	0.0	1	825	62.0	311.0	330.0	122.0	0.0		1.0	0.851577917273625	0.6488740998641988	12.0	0.0	7.0	5.0	1.0	11.0	1.0	11.0	2.0	10	5.0	7.0	12.0	0.0	1.0	11.0	12	3.0	9.0	0.25			9.0	2
340	73275	Flandes	369.0	76.0	3126.0	250.0	919.0	514.0	6	5254	579.0	2229.0	1538.0	538.0	370.0		1.0	0.2450687549742808	0.33070127954158496	26.0	0.0	11.0	15.0	12.0	14.0	0.0	26.0	12.0	14	24.0	2.0	25.0	1.0	5.0	21.0	26	16.0	10.0	0.6153846153846154			14.0	4
341	18001	Florencia	557.0	3701.0	24503.0	247.0	11366.0	2677.0	6	43051	3935.0	17956.0	12698.0	3966.0	4496.0	0.014796404264709299	0.9852035957352907	0.16930764029402104	0.2194417143634174	181.0	23.0	57.0	147.0	62.0	142.0	20.0	184.0	44.0	160	92.0	112.0	162.0	42.0	24.0	180.0	204	88.0	116.0	0.43137254901960786	4.0	0.0196078431372549	126.0	36
342	19290	Florencia	557.0	3701.0	24503.0	247.0	11366.0	2677.0	6	43051	3935.0	17956.0	12698.0	3966.0	4496.0	0.014796404264709299	0.9852035957352907	0.16930764029402104	0.2194417143634174	181.0	23.0	57.0	147.0	62.0	142.0	20.0	184.0	44.0	160	92.0	112.0	162.0	42.0	24.0	180.0	204	88.0	116.0	0.43137254901960786	4.0	0.0196078431372549	126.0	36
343	15276	Floresta	0.0	0.0	240.0	0.0	0.0	270.0	2	510	41.0	199.0	187.0	83.0	0.0		1.0	0.5341649374331887		13.0	0.0	11.0	2.0	1.0	12.0	0.0	13.0	0.0	13	2.0	11.0	8.0	5.0	0.0	13.0	13	2.0	11.0	0.15384615384615385			12.0	1
344	76275	Florida	275.0	159.0	6747.0	482.0	3125.0	927.0	6	11715	1185.0	4538.0	3855.0	1289.0	848.0		1.0	0.17345895805521633	0.7928524441770909	63.0	5.0	26.0	42.0	25.0	43.0	14.0	54.0	8.0	60	36.0	32.0	64.0	4.0	10.0	58.0	68	31.0	37.0	0.45588235294117646	21.0	0.3088235294117647	44.0	7
345	68276	Floridablanca	10282.0	1157.0	24077.0	710.0	13313.0	1139.0	6	50678	6199.0	20314.0	15703.0	5955.0	2507.0	0.0008879592722680453	0.999112040727732	0.15943956989359995	0.35740531295317446	159.0	2.0	105.0	56.0	145.0	16.0	57.0	104.0	95.0	66	159.0	2.0	157.0	4.0	29.0	132.0	161	139.0	22.0	0.8633540372670807	2.0	0.012422360248447204	43.0	16
346	68271	Florián	0.0	53.0	642.0	0.0	0.0	410.0	3	1105	73.0	412.0	433.0	134.0	53.0	0.04796380090497738	0.9520361990950226	0.3611783453862082	0.05579029733959312	31.0	1.0	0.0	32.0	0.0	32.0	0.0	32.0	1.0	31	5.0	27.0	28.0	4.0	3.0	29.0	32	1.0	31.0	0.03125	2.0	0.0625	28.0	3
347	44279	Fonseca	523.0	324.0	9103.0	446.0	183.0	1545.0	6	12124	1533.0	5568.0	3321.0	932.0	770.0		1.0	0.060144913965234095	0.13050615073715582	31.0	3.0	12.0	22.0	8.0	26.0	8.0	26.0	15.0	19	21.0	13.0	23.0	11.0	11.0	23.0	34	20.0	14.0	0.5882352941176471	2.0	0.058823529411764705	18.0	9
348	81300	Fortul	0.0	192.0	5208.0	76.0	0.0	0.0	3	5476	438.0	2730.0	1612.0	428.0	268.0		1.0	0.22131623892384206	0.09708954885340919	50.0	4.0	19.0	35.0	1.0	53.0	3.0	51.0	2.0	52	9.0	45.0	46.0	8.0	1.0	53.0	54	4.0	50.0	0.07407407407407407	2.0	0.037037037037037035	42.0	11
349	25281	Fosca	0.0	79.0	648.0	0.0	0.0	536.0	3	1263	76.0	551.0	429.0	128.0	79.0		1.0	0.4127889135991486	0.316171937308296	26.0	1.0	3.0	24.0	0.0	27.0	4.0	23.0	2.0	25	7.0	20.0	27.0	0.0	4.0	23.0	27	3.0	24.0	0.1111111111111111			24.0	3
350	52520	Francisco Pizarro	0.0	0.0	1632.0	132.0	273.0	0.0	3	2037	144.0	1106.0	622.0	165.0	0.0		1.0	0.36933440327000117	0.31886980713350577	6.0	11.0	0.0	17.0	0.0	17.0	0.0	17.0	0.0	17	2.0	15.0	17.0	0.0	3.0	14.0	17	3.0	14.0	0.17647058823529413			13.0	4
351	5282	Fredonia	6.0	194.0	2420.0	34.0	16.0	673.0	6	3343	178.0	1219.0	1200.0	502.0	244.0		1.0	0.22835020309368534	0.24949251169247033	34.0	2.0	26.0	10.0	11.0	25.0	21.0	15.0	2.0	34	10.0	26.0	30.0	6.0	7.0	29.0	36	4.0	32.0	0.1111111111111111			29.0	6
352	73283	Fresno	0.0	400.0	2513.0	0.0	720.0	2448.0	4	6081	470.0	2736.0	1984.0	491.0	400.0		1.0	0.2439621093612674	0.5820952592051778	80.0	2.0	34.0	48.0	9.0	73.0	27.0	55.0	10.0	72	23.0	59.0	79.0	3.0	10.0	72.0	82	14.0	68.0	0.17073170731707318			69.0	8
353	5284	Frontino	0.0	149.0	4080.0	90.0	349.0	542.0	5	5210	400.0	2579.0	1421.0	453.0	357.0		1.0	0.2748886231412098	0.612917721047393	79.0	6.0	26.0	59.0	11.0	74.0	4.0	81.0	3.0	82	13.0	72.0	52.0	33.0	24.0	61.0	85	4.0	81.0	0.047058823529411764	35.0	0.4117647058823529	76.0	9
354	50287	Fuente de Oro	0.0	68.0	2464.0	0.0	124.0	0.0	3	2656	211.0	1225.0	826.0	326.0	68.0		1.0	0.327949887246024	0.379679458205791	24.0	5.0	13.0	16.0	1.0	28.0	0.0	29.0	0.0	29	3.0	26.0	25.0	4.0	3.0	26.0	29	3.0	26.0	0.10344827586206896			24.0	4
355	47288	Fundación	0.0	0.0	12232.0	1878.0	3869.0	3180.0	4	21159	2202.0	8918.0	6080.0	2065.0	1894.0		1.0	0.09751928833654687	0.1438465479933345	60.0	32.0	40.0	52.0	10.0	82.0	9.0	83.0	18.0	74	41.0	51.0	69.0	23.0	9.0	83.0	92	47.0	45.0	0.5108695652173914	16.0	0.17391304347826086	61.0	9
356	52287	Funes	0.0	0.0	983.0	0.0	0.0	0.0	1	983	57.0	403.0	357.0	166.0	0.0		1.0	0.5792749639865787	0.6074649326443546	16.0	0.0	7.0	9.0	1.0	15.0	2.0	14.0	0.0	16	2.0	14.0	16.0	0.0	1.0	15.0	16	3.0	13.0	0.1875			13.0	3
357	25286	Funza	9570.0	417.0	6309.0	401.0	487.0	3655.0	6	20839	2116.0	8159.0	6635.0	2424.0	1505.0	0.03608618455780028	0.9639138154421997	0.13035350600086956	0.3255698988898699	58.0	0.0	49.0	9.0	45.0	13.0	24.0	34.0	28.0	30	55.0	3.0	58.0	0.0	10.0	48.0	58	54.0	4.0	0.9310344827586207	1.0	0.017241379310344827	14.0	4
358	25290	Fusagasugá	6702.0	1006.0	10049.0	775.0	3263.0	5465.0	6	27260	2613.0	10417.0	8859.0	3265.0	2106.0		1.0	0.1845217060492888	0.2126150197780473	91.0	14.0	53.0	52.0	48.0	57.0	18.0	87.0	36.0	69	81.0	24.0	103.0	2.0	13.0	92.0	105	67.0	38.0	0.638095238095238	1.0	0.009523809523809525	45.0	13
359	25279	Fómeque	0.0	59.0	2082.0	22.0	0.0	0.0	3	2163	172.0	969.0	703.0	238.0	81.0		1.0	0.30590003542125604	0.28837947334593733	35.0	0.0	8.0	27.0	2.0	33.0	3.0	32.0	0.0	35	12.0	23.0	32.0	3.0	4.0	31.0	35	4.0	31.0	0.11428571428571428			31.0	3
360	25288	Fúquene	0.0	32.0	1288.0	0.0	0.0	177.0	3	1497	95.0	566.0	586.0	218.0	32.0		1.0	0.2714823156064643	0.30515892420184276	12.0	0.0	7.0	5.0	3.0	9.0	3.0	9.0	6.0	6	8.0	4.0	12.0	0.0	0.0	12.0	12	2.0	10.0	0.16666666666666666			10.0	2
361	25293	Gachalá	0.0	46.0	726.0	9.0	0.0	56.0	4	837	48.0	335.0	291.0	108.0	55.0		1.0	0.5612269865984635	0.3698855131636078	25.0	1.0	3.0	23.0	2.0	24.0	2.0	24.0	1.0	25	9.0	17.0	23.0	3.0	3.0	23.0	26	3.0	23.0	0.11538461538461539			23.0	3
362	25295	Gachancipá	925.0	0.0	76.0	108.0	83.0	2176.0	5	3368	452.0	1559.0	873.0	217.0	267.0		1.0	0.13342628296451262	0.28049139654514577	17.0	0.0	9.0	8.0	6.0	11.0	5.0	12.0	4.0	13	11.0	6.0	16.0	1.0	4.0	13.0	17	9.0	8.0	0.5294117647058824			9.0	1
363	15293	Gachantivá	0.0	0.0	503.0	0.0	0.0	106.0	2	609	51.0	220.0	232.0	106.0	0.0		1.0	0.5000711627764252	0.558155472883483	13.0	0.0	6.0	7.0	0.0	13.0	0.0	13.0	0.0	13	1.0	12.0	13.0	0.0	1.0	12.0	13	2.0	11.0	0.15384615384615385			11.0	2
364	25297	Gachetá	0.0	40.0	1550.0	0.0	0.0	100.0	3	1690	143.0	645.0	643.0	219.0	40.0		1.0	0.5092417459203499	0.3679375594008165	30.0	1.0	3.0	28.0	0.0	31.0	1.0	30.0	1.0	30	10.0	21.0	31.0	0.0	4.0	27.0	31	6.0	25.0	0.1935483870967742			28.0	3
365	8296	Galapa	677.0	0.0	5573.0	346.0	2792.0	3017.0	5	12405	1506.0	5447.0	3848.0	1258.0	346.0		1.0	0.0647131179736043	0.15874419515428	19.0	1.0	15.0	5.0	11.0	9.0	6.0	14.0	5.0	15	19.0	1.0	19.0	1.0	3.0	17.0	20	18.0	2.0	0.9			3.0	8
366	70235	Galeras	0.0	55.0	4565.0	229.0	583.0	0.0	4	5432	761.0	2227.0	1606.0	554.0	284.0		1.0	0.2562334947012896	0.5036862964289656	28.0	1.0	15.0	14.0	1.0	28.0	5.0	24.0	6.0	23	9.0	20.0	28.0	1.0	3.0	26.0	29	11.0	18.0	0.3793103448275862			16.0	10
367	68296	Galán	0.0	30.0	217.0	33.0	0.0	306.0	4	586	50.0	239.0	176.0	58.0	63.0	0.051194539249146756	0.9488054607508533	0.6513599042583632	0.2742056613562294	18.0	1.0	9.0	10.0	0.0	19.0	5.0	14.0	0.0	19	11.0	8.0	19.0	0.0	6.0	13.0	19	2.0	17.0	0.10526315789473684			16.0	2
368	25299	Gama	0.0	62.0	448.0	0.0	0.0	69.0	3	579	41.0	196.0	211.0	69.0	62.0		1.0	0.2545918993287414	0.40580903015113545	16.0	0.0	3.0	13.0	1.0	15.0	1.0	15.0	0.0	16	3.0	13.0	15.0	1.0	4.0	12.0	16	4.0	12.0	0.25			15.0	1
369	20295	Gamarra	0.0	0.0	2154.0	74.0	0.0	241.0	3	2469	175.0	1161.0	801.0	258.0	74.0		1.0	0.17309824978736874	0.32625994694960214	14.0	1.0	6.0	9.0	0.0	15.0	5.0	10.0	0.0	15	3.0	12.0	13.0	2.0	2.0	13.0	15	6.0	9.0	0.4			11.0	4
370	15299	Garagoa	107.0	165.0	1623.0	0.0	0.0	1094.0	4	2989	258.0	1156.0	954.0	456.0	165.0		1.0	0.4110616751711057	0.5261331347581997	22.0	0.0	14.0	8.0	6.0	16.0	11.0	11.0	3.0	19	8.0	14.0	21.0	1.0	6.0	16.0	22	8.0	14.0	0.36363636363636365			15.0	2
371	41298	Garzón	1051.0	148.0	9357.0	925.0	2409.0	3253.0	6	17143	1604.0	7135.0	5406.0	1819.0	1179.0		1.0	0.39125590910200886	0.2820383979572803	106.0	1.0	41.0	66.0	18.0	89.0	16.0	91.0	12.0	95	37.0	70.0	107.0	0.0	25.0	82.0	107	21.0	86.0	0.19626168224299065	4.0	0.037383177570093455	85.0	14
372	41306	Gigante	40.0	0.0	1108.0	276.0	130.0	4200.0	5	5754	398.0	2297.0	2057.0	726.0	276.0		1.0	0.3741786923022129	0.6658109323378705	46.0	1.0	31.0	16.0	7.0	40.0	0.0	47.0	4.0	43	7.0	40.0	47.0	0.0	18.0	29.0	47	6.0	41.0	0.1276595744680851			38.0	8
373	76306	Ginebra	26.0	115.0	3582.0	265.0	0.0	329.0	5	4317	344.0	1491.0	1618.0	484.0	380.0	0.030113504748668057	0.969886495251332	0.2727871123693226	0.4236113098913123	34.0	0.0	27.0	7.0	6.0	28.0	3.0	31.0	7.0	27	18.0	16.0	34.0	0.0	7.0	27.0	34	11.0	23.0	0.3235294117647059	1.0	0.029411764705882353	24.0	4
374	5306	Giraldo	0.0	124.0	1166.0	0.0	0.0	0.0	2	1290	82.0	539.0	425.0	120.0	124.0		1.0	0.19852018623780365	0.5982896959017194	14.0	0.0	12.0	2.0	4.0	10.0	10.0	4.0	2.0	12	4.0	10.0	12.0	2.0	3.0	11.0	14	2.0	12.0	0.14285714285714285			12.0	2
375	25307	Girardot	5768.0	1105.0	8735.0	271.0	623.0	4757.0	6	21259	2579.0	8250.0	6542.0	2360.0	1528.0		1.0	0.1418384384923368	0.0862747273543005	81.0	3.0	61.0	23.0	58.0	26.0	24.0	60.0	57.0	27	80.0	4.0	82.0	2.0	21.0	63.0	84	78.0	6.0	0.9285714285714286			26.0	8
376	5308	Girardota	1389.0	385.0	3891.0	185.0	2493.0	317.0	6	8660	792.0	3410.0	2933.0	955.0	570.0		1.0	0.23750127748682293	0.6114700268770946	38.0	0.0	9.0	29.0	35.0	3.0	6.0	32.0	8.0	30	30.0	8.0	36.0	2.0	11.0	27.0	38	13.0	25.0	0.34210526315789475	1.0	0.02631578947368421	24.0	6
377	68307	Girón	2121.0	203.0	13197.0	1243.0	8493.0	7236.0	6	32493	3539.0	13619.0	10058.0	3169.0	2108.0		1.0	0.13919094274821797	0.08498104663871146	85.0	8.0	39.0	54.0	56.0	37.0	19.0	74.0	30.0	63	76.0	17.0	92.0	1.0	12.0	81.0	93	59.0	34.0	0.6344086021505376			40.0	21
